trial;date;temp_moy;tem_min;temp_max;precip_day;ETP_day;rayon_day
LR16;21/02/2016;10.8;10.1;11.7;0;0.7;181.9
LR16;22/02/2016;11;9.9;12.5;3.7;0.8;184.3
LR16;23/02/2016;8;6.3;9.1;2.3;0.8;280.1
LR16;24/02/2016;5.2;4.9;5.8;11.2;0.6;175.9
LR16;25/02/2016;4.1;0.7;8;0.2;0.9;586.7
LR16;26/02/2016;4.7;1.4;8.5;0;1.4;930
LR16;27/02/2016;4.6;2.5;7.1;0;2;1042.6
LR16;28/02/2016;4.6;2.6;7.5;0;2;1171.4
LR16;29/02/2016;4.5;1.1;8.2;0;1.8;1398.9
LR16;01/03/2016;8.7;3.7;11.1;3.3;0.4;363.6
LR16;02/03/2016;7.6;7;7.8;6.1;1.1;659.4
LR16;03/03/2016;7.6;5.2;9.2;5.9;0.7;334.5
LR16;04/03/2016;5.5;3.2;8;6.1;0.5;254.3
LR16;05/03/2016;4;2;7.7;1.8;1;530.6
LR16;06/03/2016;4.1;1.7;7;0.7;1.2;1089.9
LR16;07/03/2016;3.5;0.1;7.3;0.2;1.1;732.3
LR16;08/03/2016;5.5;-1;8.9;10.8;0.2;264.3
LR16;09/03/2016;7;5.4;7.9;15.1;0.9;249.3
LR16;10/03/2016;7.1;5.6;8.1;1;0.8;247.2
LR16;11/03/2016;6.6;5.2;9.4;0.1;0.9;554.8
LR16;12/03/2016;4.8;-1.3;9.6;0;1.5;1405.6
LR16;13/03/2016;5.3;0;10.6;0;1.8;1596.3
LR16;14/03/2016;6.1;2.2;11.3;0.1;2.2;1473.5
LR16;15/03/2016;6.8;0;11.7;0;2;1718
LR16;16/03/2016;7.5;6.4;10.5;0;2.2;1045.1
LR16;17/03/2016;7.1;4;10.7;0;2.3;1648.5
LR16;18/03/2016;6;0;12;0;2.1;1652.5
LR16;19/03/2016;5.4;0.5;9.6;0;1.1;918.6
LR16;20/03/2016;6.9;4.9;8.2;0;1.6;748.7
LR16;21/03/2016;8.1;4.6;10.7;0;1.6;469.4
LR16;22/03/2016;6.5;1.5;11.2;0;1.8;1424.8
LR16;23/03/2016;6.5;0.2;12.8;0;2;1532.4
LR16;24/03/2016;7.6;2.8;10.4;4.2;0.8;545.9
LR16;25/03/2016;10.9;7.8;13.2;0.2;1.2;469.4
LR16;26/03/2016;10.7;8;13.5;12.4;0.7;254.6
LR16;27/03/2016;8.7;6.5;11.2;20.9;1.4;861.4
LR16;28/03/2016;9.6;8;13.5;2.1;2.5;762.7
LR16;29/03/2016;9.4;4.2;14;1.3;1.7;1047.6
LR16;30/03/2016;7.5;6.8;8.8;8;0.7;330.2
LR16;31/03/2016;7.4;4.5;11.1;0.5;1.6;1009.5
LR16;01/04/2016;7.2;0.4;12.4;0.1;2.2;1658.6
LR16;02/04/2016;6.5;1.4;10.6;0;1.1;801.7
LR16;03/04/2016;9.6;5.4;16.1;0.5;1.3;472.7
LR16;04/04/2016;10.3;7.5;14.2;2.1;1.2;551.1
LR16;05/04/2016;9.3;3;14;0;1.7;1268.5
LR16;06/04/2016;8.7;4.9;11.4;2.1;0.9;711.1
LR16;07/04/2016;7.4;4.2;10.7;1.5;1.8;1501.6
LR16;08/04/2016;8.2;3.6;11.5;3.3;1.6;1151.5
LR16;09/04/2016;7.6;7.6;10;1.5;1.8;1076.1
LR16;10/04/2016;9;3.3;13.9;1;1.2;675.5
LR16;11/04/2016;9.9;5.7;14.7;0.6;1.8;1222.2
LR16;12/04/2016;10.3;4.1;17.2;0.8;2;1185.2
LR16;13/04/2016;10.4;4.4;16;0.2;2.2;1720.6
LR16;14/04/2016;9.8;6.7;12.9;4.3;0.8;488.1
LR16;15/04/2016;11.6;9.1;15.2;0.1;2.9;1567.4
LR16;16/04/2016;9.2;8.4;13.5;0;2.4;1483.1
LR16;17/04/2016;5.7;1.2;11.5;0;2.1;1582.8
LR16;18/04/2016;7.1;0;13.3;0;3.2;2460.2
LR16;19/04/2016;10.7;2.7;16.6;0;3.5;2601.9
LR16;20/04/2016;13.1;8.6;17;0.7;2.7;903.4
LR16;21/04/2016;13.9;11.5;17.8;8.5;1.2;337.8
LR16;22/04/2016;12.9;12.1;14.5;0.8;1;553.6
LR16;23/04/2016;8.8;8.8;10.4;0;1.4;648.7
LR16;24/04/2016;5.8;2.2;9.1;0;0.8;721.7
LR16;25/04/2016;7.2;1.5;10.8;0.9;1.3;1063.6
LR16;26/04/2016;6.9;6.5;9;0.1;2.5;1562.2
LR16;27/04/2016;5.4;1.5;11.5;1.6;2.3;1637.5
LR16;28/04/2016;6.7;2.2;10.6;0;1.9;1577.1
LR16;29/04/2016;7.9;4.7;13.4;14.1;1.4;853.1
LR16;30/04/2016;7.9;4.3;12.4;0;2.9;2004.2
LR16;01/05/2016;9.3;2.1;15;0;3.4;2451.7
LR16;02/05/2016;12.4;8.3;15.5;0;1.2;701.4
LR16;03/05/2016;10.6;6.4;14.9;0;3.1;2156.2
LR16;04/05/2016;11.9;4.4;18.1;0;4.4;2890.8
LR16;05/05/2016;15.1;8.4;20.6;0;5.1;2841.4
LR16;06/05/2016;15.8;10.4;20.2;0.5;3.4;1865.3
LR16;07/05/2016;17.2;14.2;20.9;0.8;3;1326.2
LR16;08/05/2016;17.4;14.1;20.4;0;3.5;1556.8
LR16;09/05/2016;16.3;15.1;17.8;2.3;2.7;1499.8
LR16;10/05/2016;15.2;13.2;17.6;3.7;1.6;823.9
LR16;11/05/2016;14.4;11.3;17.2;1.4;1.3;916
LR16;12/05/2016;13.3;12.4;14.3;3.8;0.8;403.5
LR16;13/05/2016;13.9;12.9;15.4;0.1;1.1;509
LR16;14/05/2016;11.2;9.7;14.1;0;1.7;668.9
LR16;15/05/2016;11.4;4.8;17;0;2;1589.8
LR16;16/05/2016;12.8;9.4;16.5;0;2.9;1840.6
LR16;17/05/2016;12.2;8.3;16.3;0;1;763.3
LR16;18/05/2016;12.1;9;13.6;4.6;1.2;754.4
LR16;19/05/2016;13.2;10;17;0.1;3.1;1869.8
LR16;20/05/2016;15.6;13.2;18.4;0;1.6;786.5
LR16;21/05/2016;16.5;12.8;20.9;4.3;3.7;2165.8
LR16;22/05/2016;12.2;9.8;16.3;10.1;1.5;881.8
LR16;23/05/2016;12.3;8;17;0;2.9;1786.8
LR16;24/05/2016;13.5;6.7;18.7;0;3.9;2577.1
LR16;25/05/2016;14.8;10.1;18.7;0;2.5;1249.9
LR16;26/05/2016;16.6;12.6;21.7;4.9;2.2;1317.5
LR16;27/05/2016;14.9;11;20.1;0;1.6;702.2
LR16;28/05/2016;15.6;11.4;21;1.9;3.5;1894.9
LR16;29/05/2016;15.3;13.4;17.6;0;1.9;1262.4
LR16;30/05/2016;15.3;13.1;18.5;0;2.7;1416.6
LR16;31/05/2016;14.9;12.6;17.1;0;2.5;1121.5
LR16;01/06/2016;14.3;12.9;15.8;1.4;2.3;1420.3
LR16;02/06/2016;13.8;13.4;15.2;0.1;1.3;463.7
LR16;03/06/2016;14.4;12.1;16.5;0;1.5;652.5
LR16;04/06/2016;14.1;11.5;17.3;0;1.6;730.1
LR16;05/06/2016;15.9;10.6;20.1;0;1.8;959.1
LR16;06/06/2016;18.9;13.4;22.7;0;1.5;984.3
LR16;07/06/2016;19;16.6;22.5;0;3.5;1751.5
LR16;08/06/2016;17.3;12.2;21.9;0;4.3;2532.3
LR16;09/06/2016;20.4;13.6;25.4;0;4;2085.6
LR16;10/06/2016;18.6;17.2;22.5;8.4;1.7;557.7
LR16;11/06/2016;15.9;14.9;17.5;4.2;1.3;612.1
LR16;12/06/2016;16.9;14.1;19.2;1.8;1.2;624.7
LR16;13/06/2016;15.3;13.5;18;6.4;1.4;539.7
LR16;14/06/2016;13.8;13.1;15.2;16;1.8;874.5
LR16;15/06/2016;13.4;11;15.6;6.6;1.3;679.6
LR16;16/06/2016;14.7;11.6;19.2;1;3.2;1931.1
LR16;17/06/2016;13.7;12.5;16.2;3.7;1.2;722.3
LR16;18/06/2016;14.6;9.6;17.6;0;1.6;866.8
LR16;19/06/2016;15.6;11.4;18.8;5.7;1.3;680.7
LR16;20/06/2016;16.3;15;17.9;9.6;1.1;392.6
LR16;21/06/2016;18.6;16.6;20.3;0;1.3;516.5
LR16;22/06/2016;21.2;17.2;25.9;21.6;1.8;813.4
LR16;23/06/2016;19.6;19.2;22.4;1.4;2.2;884.1
LR16;24/06/2016;16.8;13.3;20.5;0;3.8;2097.3
LR16;25/06/2016;15.8;13.1;18.7;0.1;2.7;1640.4
LR16;26/06/2016;16.2;11.6;19;0.2;2.9;1648.4
LR16;27/06/2016;17.4;15.9;19.2;2;1.1;495
LR16;28/06/2016;17;14.6;20.3;0.3;2.5;1261
LR16;29/06/2016;15.9;12.3;19.4;0.3;2.6;1435.5
LR16;30/06/2016;17.8;15.5;19.8;0.2;1.8;769.2
LR16;01/07/2016;16.7;16.1;19.5;0.5;2;714.9
LR16;02/07/2016;15.5;12.8;18.2;1.1;2.7;1495.7
LR16;03/07/2016;16.3;11.8;19.6;1.7;1.2;537.6
LR16;04/07/2016;17.5;14.1;21;0;1.6;726.3
LR16;05/07/2016;16.6;15.5;20.4;0;1.7;840.4
LR16;06/07/2016;16.2;10.7;22.1;0;5.1;2909.6
LR16;07/07/2016;18.9;11.2;26.4;0;5.8;2991.2
LR16;08/07/2016;19.1;13.9;24.1;0;4;2104.1
LR16;09/07/2016;19;15.9;23.3;0;2;910.5
LR16;10/07/2016;18.2;14.1;21.1;0;1.5;655.4
LR16;11/07/2016;17.7;15.6;20.8;0;3.7;1836.3
AU217;31/07/2016;20;18.6;21.8;0.9;2.6;789.6
AU217;01/08/2016;20.9;16.7;25.1;0;3.5;1367.9
AU217;02/08/2016;21.6;16.2;26.4;0;6.2;2902.9
AU217;03/08/2016;24.3;17.6;30.4;0;6.2;2524.6
AU217;04/08/2016;21.1;18.7;24.8;1.8;5;2147.8
AU217;05/08/2016;20.5;16.2;24.3;0;4.8;1940
AU217;06/08/2016;21.9;16.4;26.3;0;6;2460.8
AU217;07/08/2016;23.6;17.5;28.9;0;7.1;2933.3
AU217;08/08/2016;24.8;19.7;29.9;0.2;7.3;2908.8
AU217;09/08/2016;20.4;17.4;23.9;0;2.6;898.9
AU217;10/08/2016;19.3;14.3;23.4;0;6;2427.8
AU217;11/08/2016;19.1;13.6;23.3;0;6;2420.1
AU217;12/08/2016;22;14.6;28.4;0;5.8;2447.6
AU217;13/08/2016;24.9;17.7;31;0;7.8;2726.4
AU217;14/08/2016;24.6;17.4;31.3;0;7.5;2841.7
AU217;15/08/2016;24.9;19.2;31.4;0;7;2656.9
AU217;16/08/2016;27.1;20.5;33;0;5.1;1848.5
AU217;17/08/2016;23.9;20.8;26;0;4.1;1490.2
AU217;18/08/2016;21.7;20.3;24.1;0;3.3;1327.3
AU217;19/08/2016;23.9;16.4;30.6;9.2;4.6;1901.2
AU217;20/08/2016;18.3;16.8;19.9;5.5;1.7;666
AU217;21/08/2016;19.9;16.2;23.9;0;4.3;1914.6
AU217;22/08/2016;22.1;14.6;28.9;0;6.6;2551
AU217;23/08/2016;24.6;17.5;30.9;0;8.1;2633.7
AU217;24/08/2016;24.9;16.6;31.4;0;7.1;2568.3
AU217;25/08/2016;25.7;18.7;32.5;0;8;2515.8
AU217;26/08/2016;24.8;19.8;31.7;0;5.9;2371.1
AU217;27/08/2016;25.5;18.9;31.8;0.6;6.5;2017.4
AU217;28/08/2016;23.2;20.4;26.2;1.1;2.8;854.5
AU217;29/08/2016;20.8;19.1;22.7;0;3.6;1219.2
AU217;30/08/2016;21.2;15.3;26.1;0;4.3;1971.8
AU217;31/08/2016;23;14.9;28.9;0;4.8;2030.6
AU217;01/09/2016;24.8;19.8;29.5;0;5.7;1961.4
AU217;02/09/2016;25;17.4;30.9;0;5.6;2106.4
AU217;03/09/2016;25;18.3;30.7;0;5.2;2062.5
AU217;04/09/2016;24.8;20.7;29.4;0;5.2;1900.3
AU217;05/09/2016;22.6;19.2;26.4;0;6;2447.4
AU217;06/09/2016;24.8;18.7;29.9;0;5.8;2336
AU217;07/09/2016;24.1;18;30.3;0.8;7;2338.6
AU217;08/09/2016;22;19.6;25;0;4.2;1401.7
AU217;09/09/2016;22;16.3;27.2;0.8;4.6;1742.5
AU217;10/09/2016;22;15.9;27.2;0;5.1;2210.5
AU217;11/09/2016;23.1;16.2;28.4;0;4.8;2116.3
AU217;12/09/2016;25.2;19;30.8;0;6.8;2299.4
AU217;13/09/2016;24.6;22.6;30.4;13.4;6.6;1967.8
AU217;14/09/2016;15.9;15.7;16.8;5.8;1;505.3
AU217;15/09/2016;16.9;11.6;20.7;2.3;1.7;905.8
AU217;16/09/2016;16.8;14.9;20.6;0.8;2.7;1214.7
AU217;17/09/2016;16.5;14.1;19.5;0;3.5;1470
AU217;18/09/2016;15.8;12.5;17.9;0;1.9;818.8
AU217;19/09/2016;18.1;14.5;21.2;0;2.9;1217.6
AU217;20/09/2016;18.7;14.8;22.8;0.1;2.5;971.2
AU217;21/09/2016;18.5;14.3;23.7;0;3.4;1641.8
AU217;22/09/2016;18.5;11.2;24.1;0;3.9;1998.1
AU217;23/09/2016;19.4;14.1;24.7;0;2.3;1278.1
AU217;24/09/2016;19.8;12.8;26.1;0;4.4;1778.6
AU217;25/09/2016;18.3;18.1;20.4;0.6;2.3;901.1
AU217;26/09/2016;17;12.8;20.5;0;1.8;1011.7
AU217;27/09/2016;18.4;12.6;23.7;0;3.3;1477.1
AU217;28/09/2016;19.4;12.8;24.8;0;4.1;1880.7
AU217;29/09/2016;19.9;12;26.6;0;4.2;1609.5
AU217;30/09/2016;21.5;18;25.7;0.4;4.1;1546.3
AU217;01/10/2016;18.3;17;19.9;3.3;1.4;507.7
AU217;02/10/2016;16.9;14.9;19.6;0.4;2.1;978.5
AU217;03/10/2016;17.1;10.8;22.5;0;3.7;1735
AU217;04/10/2016;19;11.1;25.2;0;3.6;1532
AU217;05/10/2016;19.4;17;22;0;2.3;812.5
AU217;06/10/2016;18.2;16.3;21.6;0;2.7;1210.4
AU217;07/10/2016;14.4;10.3;18.2;0;1.5;813.6
AU217;08/10/2016;12.9;9.3;16.9;0;2.4;942.3
AU217;09/10/2016;13.1;8.9;18.1;0;3.2;1286.3
AU217;10/10/2016;11.7;7.1;16.3;0;3.3;1640.8
AU217;11/10/2016;12.1;7.9;15.4;0;2.2;305.5
AU217;12/10/2016;13;9.9;15.3;0.6;2.2;553.1
AU217;13/10/2016;15.9;13.3;18.4;21.4;0.9;227.1
AU217;14/10/2016;12.7;12.8;14;2.5;0.9;272.8
AU217;15/10/2016;13.8;7.5;20.1;0;2.8;1457.5
AU217;16/10/2016;14;9.6;18;0;0.9;593.1
AU217;17/10/2016;17.1;13.7;20.1;0.5;1.2;820
AU217;18/10/2016;15.6;13.7;18.8;0;1.6;776.8
AU217;19/10/2016;13.3;8.2;17.6;0;1.6;744.9
AU217;20/10/2016;12.3;11.3;15.5;0;2.2;807.9
AU217;21/10/2016;9.8;5.1;14.8;0;1.7;1309.8
AU217;22/10/2016;11.2;4.2;17.2;0;2.2;1205.8
AU217;23/10/2016;18;12.8;21.2;0;2;894.4
AU217;24/10/2016;16.7;14.5;19.6;9.6;0.9;325.7
AU217;25/10/2016;15.9;14.1;18;0.1;0.8;364.1
AU217;26/10/2016;15;14.2;16.7;0.1;0.8;323.8
AU217;27/10/2016;10.1;10.2;11.5;0.4;0.8;338.7
AU217;28/10/2016;8;5.9;9.5;0.3;0.9;303.6
AU217;29/10/2016;9.8;5.7;13.2;0;1.6;832.1
AU217;30/10/2016;11.6;4;18.3;0;2.2;1256.3
AU217;31/10/2016;13.7;7.3;19.3;0.1;2.6;1255.2
AU217;01/11/2016;14.2;8.6;21;0.1;2.4;1205.7
AU217;02/11/2016;12.9;6.8;19;0.2;1.8;1086.2
AU217;03/11/2016;9.9;9.4;10.8;0;0.7;307.9
AU217;04/11/2016;11.9;6.3;16.8;2.1;0.8;422.6
AU217;05/11/2016;11.2;10.6;12.3;8;0.7;156.2
AU217;06/11/2016;7.7;6.2;10;2.4;0.8;375.6
AU217;07/11/2016;6.4;4.9;7.8;0.1;0.6;332.3
AU217;08/11/2016;7.5;5.2;8.9;5.7;1;624.5
AU217;09/11/2016;10.3;8;13.3;4.4;1.4;480.8
AU217;10/11/2016;11.2;9.7;13.2;10.8;1;284.5
AU217;11/11/2016;11.7;10.8;12.7;1.4;0.9;521
AU217;12/11/2016;11.2;8.7;14.2;2.6;1;807.8
AU217;13/11/2016;11.4;9.7;14.2;9.6;0.7;172
AU217;14/11/2016;9.7;9.5;10.3;0;0.9;359.4
AU217;15/11/2016;8.3;7;9.9;0;0.9;391.2
AU217;16/11/2016;10.4;8.1;12;0;0.5;200.9
AU217;17/11/2016;11.5;9.9;15.2;0.2;1.5;752.1
AU217;18/11/2016;11.4;9.5;12.8;1.6;0.5;283
AU217;19/11/2016;10.3;8.9;12.4;0;1.1;620.9
AU217;20/11/2016;12.3;8.3;16.4;0;1.9;885.7
AU217;21/11/2016;12.7;10.3;16.2;2.6;0.9;311.7
AU217;22/11/2016;10.8;9.5;12.7;1.3;0.6;143.7
AU217;23/11/2016;9.5;7.8;10.7;20.5;0.3;133.5
AU217;24/11/2016;9.6;8.5;10.4;0;0.4;292.4
AU217;25/11/2016;8.9;7.5;13;0.1;1;731.8
AU217;26/11/2016;5.9;0.7;10.7;0.1;0.2;302.8
AU217;27/11/2016;9.4;6;14.9;0.2;1.4;716.8
AU217;28/11/2016;6.1;5.3;6.9;0.1;0.3;127.2
AU217;29/11/2016;7.5;5.3;9.9;0;0.5;226.7
AU217;30/11/2016;8.7;5.8;13.5;0;1.6;899.8
AU217;01/12/2016;5.6;2;10.8;0.2;1.2;883.4
AU217;02/12/2016;2;-0.4;5.6;0.2;1;555.9
AU217;03/12/2016;5.2;-2;10.5;0.1;1;809.3
AU217;04/12/2016;12.1;7.8;15.2;0;1.3;700.9
AU217;05/12/2016;11.7;10.5;15.6;0;1.7;623.6
AU217;06/12/2016;8.3;4.3;12;0.2;1.1;827.6
AU217;07/12/2016;8.3;3.3;12.1;0;1.1;768.2
AU217;08/12/2016;9.1;3.3;13.3;0.1;1.1;842.1
AU217;09/12/2016;8.6;4.8;13.8;0.1;1.1;720.2
AU217;10/12/2016;6;5.3;7;0.2;0.8;432.5
AU217;11/12/2016;5.9;0.7;9.1;0.1;0.8;603.9
AU217;12/12/2016;4.9;4.2;6.8;0.1;0.8;415.9
AU217;13/12/2016;5.2;0.7;8.7;0.1;0.8;549.6
AU217;14/12/2016;8.6;5.2;11.8;0;0.7;247.8
AU217;15/12/2016;5.9;1.6;8.1;0;0.8;536.9
AU217;16/12/2016;9;5.3;12.2;0;0.7;540.8
AU217;17/12/2016;7.7;5;11.4;0;1;769.9
AU217;18/12/2016;4;0.8;6.9;0.2;0.8;694.3
AU217;19/12/2016;3;-0.6;4.9;1.3;0.3;207.1
AU217;20/12/2016;4.5;4.2;6.1;0;0.6;503.8
AU217;21/12/2016;3.2;-0.6;7.4;0;0.9;801.8
AU217;22/12/2016;4;-0.5;11.3;3.4;0.8;276.7
AU217;23/12/2016;11.5;6.6;13.9;3.6;0.3;181.4
AU217;24/12/2016;12;10.9;12.7;0;0.5;173.9
AU217;25/12/2016;11.6;11;12.7;0;0.6;195
AU217;26/12/2016;10.4;9.1;12.4;0;0.8;213.5
AU217;27/12/2016;7.5;5.7;9.1;0.1;0.6;256.6
AU217;28/12/2016;5.3;2.6;8.6;0.1;1;536.1
AU217;29/12/2016;3.3;-0.5;6.5;0.1;0.8;579.3
AU217;30/12/2016;2.5;2.2;2.8;0.2;0.5;359.8
AU217;31/12/2016;4.2;1.6;6.6;0.3;0.5;338.2
AU217;01/01/2017;1.9;0.5;2.4;0;0.3;259.5
AU217;02/01/2017;2;0.7;2.4;0;0.3;161.1
AU217;03/01/2017;2;1.7;2.8;0;0.5;190.2
AU217;04/01/2017;0.5;0.1;1.7;0;0.4;172.7
AU217;05/01/2017;1.7;0;3.4;0;0.4;261.8
AU217;06/01/2017;-0.1;-3;2.9;0;0.8;918.2
AU217;07/01/2017;-0.2;-3.8;4.4;0;0.9;910.1
AU217;08/01/2017;1.7;-2.2;4;0;0.5;246.3
AU217;09/01/2017;5.5;2.4;7.6;3.1;0.7;299
AU217;10/01/2017;7;6.2;7.6;7.4;0.6;174.5
AU217;11/01/2017;9.4;6.3;11.6;3;0.4;205
AU217;12/01/2017;10.4;9.4;11.8;4.7;0.5;202.2
AU217;13/01/2017;5;4.5;5.5;1.5;1;777.2
AU217;14/01/2017;4;2.7;5.6;0.8;1;517.4
AU217;15/01/2017;4.7;2.5;7.5;3.7;0.8;127
AU217;16/01/2017;5.9;4.6;8.5;1.3;1;260.3
AU217;17/01/2017;0.1;-1.1;1.7;0;1.2;1055.9
AU217;18/01/2017;-2.4;-4.2;-0.1;0;0.7;875.4
AU217;19/01/2017;-1.9;-4.8;0.8;0;0.7;947.1
AU217;20/01/2017;1.1;-4;5.4;0;0.7;810.2
AU217;21/01/2017;3.5;-1;7.9;0;1.1;936.5
AU217;22/01/2017;3.1;-1;6.4;0.5;0.3;234.1
AU217;23/01/2017;5.3;3.5;7.9;0;0.7;627.7
AU217;24/01/2017;2.2;0.5;3.8;0;1.1;1082.8
AU217;25/01/2017;-1;-2.1;1;0;0.4;423.6
AU217;26/01/2017;1.5;-4.3;7.4;0;0.6;628.3
AU217;27/01/2017;8.8;3.2;11.5;0.1;1.3;335.9
AU217;28/01/2017;7.3;7;10.3;0;1.1;652.7
AU217;29/01/2017;7.2;2.2;11.3;0.1;1.3;914.2
AU217;30/01/2017;9.6;7.6;11.2;0.1;0.8;414.4
AU217;31/01/2017;10.3;8;13;0.1;1.7;841.2
AU217;01/02/2017;11.8;10.3;15.4;0;1.9;464.4
AU217;02/02/2017;10.5;9.6;13;2.1;1.4;217.9
AU217;03/02/2017;8.1;4.6;12.6;6.2;1.2;560.2
AU217;04/02/2017;9.9;7.4;12;19.1;1.5;638.1
AU217;05/02/2017;7.9;7.9;8.4;7.1;1.1;225.3
AU217;06/02/2017;7.3;5.7;8.6;3.4;1.3;858.1
AU217;07/02/2017;9.7;7;12.9;5.6;0.9;341.3
AU217;08/02/2017;5.5;3.8;6.7;0.8;0.7;346.9
AU217;09/02/2017;5.1;4;8.6;0;1.3;861.9
AU217;10/02/2017;6;0.5;11.1;0.1;1;652.2
AU217;11/02/2017;6.1;1.5;11.4;0;0.7;801
AU217;12/02/2017;11.9;9;12.8;0;2;948.8
AU217;13/02/2017;12.8;12.3;13.5;0.5;3;671.7
AU217;14/02/2017;11.5;9.4;13;0.6;1.1;844.3
AU217;15/02/2017;11.9;9.7;15.4;0;1.4;681.4
AU217;16/02/2017;11.7;7.4;15.5;0;1.6;1129.7
AU217;17/02/2017;9.8;3.7;14.8;0.1;1.5;1174.3
AU217;18/02/2017;9.2;3.9;14.1;0;1.9;1471.5
AU217;19/02/2017;9.4;3.6;14.2;0;1.1;780.4
AU217;20/02/2017;9.1;7.4;10.6;0;0.7;444.5
AU217;21/02/2017;10.5;7;13.7;0;0.8;402.7
AU217;22/02/2017;10.8;6.3;14.7;0;2.1;1418.4
AU217;23/02/2017;9.8;4;15.7;0.9;2.1;1278.4
AU217;24/02/2017;8.5;8;10.5;0;1.7;757.6
AU217;25/02/2017;6.3;1.5;10.7;0;2.1;1631.2
AU217;26/02/2017;7;1.2;11.3;0;0.7;653.2
AU217;27/02/2017;9.3;1.2;15.2;0;1.9;1414.7
AU217;28/02/2017;8.4;6.8;10.6;3.5;1.2;483.2
AU217;01/03/2017;9;4.5;12.4;0;1;559.3
AU217;02/03/2017;12;8.5;16.2;0;1.3;893.8
AU217;03/03/2017;11.5;9.1;13.9;21.5;2.4;1413.2
AU217;04/03/2017;7;6.3;8.1;1.5;1.4;685.9
AU217;05/03/2017;8.9;3.8;12.1;4.1;1.1;988.8
AU217;06/03/2017;11.3;9.5;14.7;2.6;2.4;761.2
AU217;07/03/2017;9.5;8.2;11.6;20;1.1;302.5
AU217;08/03/2017;11.9;9.9;13.5;0;1.2;473.3
AU217;09/03/2017;11.5;8.2;15;0;2.1;1328.4
AU217;10/03/2017;10.9;4.6;15.7;0;2.4;1662.2
AU217;11/03/2017;12.8;4.7;19.3;1.4;3;1704.9
AU217;12/03/2017;11;9.6;11.8;1.5;1;295.6
AU217;13/03/2017;10.4;9.3;12;0.2;0.8;433.6
AU217;14/03/2017;11.1;8.2;13.9;0.1;1.6;1225.8
AU217;15/03/2017;9.5;4.2;14.1;0.1;1.6;1356.8
AU217;16/03/2017;12.3;4.6;18.2;0;3.2;1923.5
AU217;17/03/2017;12.4;6.1;17.7;0;3;1891.4
AU217;18/03/2017;10.4;9.1;11.7;0;1.5;640.8
AU217;19/03/2017;10.5;5;14;0;2;1483.4
AU217;20/03/2017;10.9;8.8;13.2;0;1.1;506.8
AU217;21/03/2017;9.3;8.2;12.7;0.6;1.7;674.8
AU217;22/03/2017;9.1;4.6;13.4;4.2;2;1535.4
AU217;23/03/2017;7.7;5;11.2;1.7;1.6;1065.3
AU217;24/03/2017;6.6;3.3;10.2;9.1;0.8;681
AU217;25/03/2017;8.4;5.6;12.9;1.8;1.4;792.5
AU217;26/03/2017;11.2;4.9;16.5;0;2.6;1745.2
AU217;27/03/2017;12.4;8.4;16.1;0;2.4;1402.5
AU217;28/03/2017;13.6;8.1;18.3;0.2;2.7;1528.2
AU217;29/03/2017;14.1;7.3;20.1;0;3.4;1902.7
AU217;30/03/2017;15;6.6;21.8;0;4.3;2176
AU217;31/03/2017;13.4;11.1;18.3;16.5;2.8;1301.2
AU217;01/04/2017;10.8;8.8;13.5;2.7;1.4;591.4
AU217;02/04/2017;11.1;9.1;13.2;0.7;2.1;1069.7
AU217;03/04/2017;12.9;8.3;16.1;0;2.3;1474.3
AU217;04/04/2017;14.2;10.5;18.6;0.1;3.3;1537.4
AU217;05/04/2017;12.4;9.4;15.7;0;2;1005.3
AU217;06/04/2017;11.7;7.6;16.1;0;3.2;1897.7
AU217;07/04/2017;12;4.6;18;0;3.5;2443
AU217;08/04/2017;14.8;5.8;21.5;0;4.3;2400.8
AU217;09/04/2017;15.9;11.4;21.3;0;4.8;2469.8
AU217;10/04/2017;16.3;10.2;22.5;0;3.9;2087.8
AU217;11/04/2017;14.2;11.3;17.2;0;2.8;1176.2
AU217;12/04/2017;14.3;7.8;19.8;0;4.2;2525.1
AU217;13/04/2017;15.4;9.8;20.9;0;4.2;2308.1
AU217;14/04/2017;14.5;10.9;18.9;0;4.4;2448.6
AU217;15/04/2017;11.7;10.3;13.3;0;1.3;540.9
AU217;16/04/2017;11.8;7.9;15.4;0;2;959.9
AU217;17/04/2017;13.2;6.8;18.3;0;4;2528.7
AU217;18/04/2017;12.4;8.4;16.8;0;4.8;2672.7
AU217;19/04/2017;10.2;4.4;14.9;0;4.6;2782.9
AU217;20/04/2017;9.5;3;15.7;0;4.5;2797.6
AU217;21/04/2017;12;1.7;19.1;0;4.4;2740.5
AU217;22/04/2017;15.2;6.9;22.3;0;5.4;2798.5
AU217;23/04/2017;15.8;7.5;22.5;0;4.6;2425.2
AU217;24/04/2017;16.5;10.8;22.9;0;5.7;2695.3
AU217;25/04/2017;14.4;12.9;19;8.3;2.8;1311.5
AU217;26/04/2017;7.7;7.6;7.9;0.2;1.1;634.8
AU217;27/04/2017;7.7;5.1;10.8;0.1;2.9;1794.3
AU217;28/04/2017;8.5;4;13.3;0;2.6;1521.6
AU217;29/04/2017;11.1;3.4;18.1;0;4.2;2494.9
AU217;30/04/2017;11.9;6.5;22;8.6;4.3;1904.7
AU217;01/05/2017;10.6;6.5;14.1;5.7;2.2;1049.6
