13
4,0,0,1,2,0,2,0,26.26,59360,4.42,42.8,24.25
4,0,0,0,2,0,2,0,40.12,95067,4.22,47.16,21.71
4,0,0,0,2,0,2,0,43.02,96206,4.47,49.68,20.15
4,0,0,0,2,0,2,0,39.58,90142,4.39,49.54,20.64
4,0,0,0,2,0,2,0,33.35,76851,4.34,47.63,22.12
4,0,0,0,2,0,2,0,34.62,81840,4.23,49.15,20.31
4,0,0,0,2,0,2,0,33.99,74566,4.56,49.76,20.01
4,0,0,0,2,0,2,0,34.46,81925,4.21,47.86,21.82
4,0,0,0,2,0,2,0,29.27,66568,4.4,46.68,22.48
4,0,0,0,2,0,2,0,45.16,103090,4.38,47.93,21.25
4,0,0,0,2,0,2,0,35.49,83179,4.27,47.97,21.29
4,0,0,0,2,0,2,0,35.33,84373,4.19,46.82,22.74
4,0,0,0,2,0,2,0,32.9,63620,5.17,46.11,22.82
10,2,0,0,2,0,8,2,29.17,55434,5.26,49.23,18.5
10,2,0,0,2,0,8,2,31.46,58085,5.42,47.23,20.01
10,2,0,0,2,0,8,2,33.99,63652,5.34,47.71,20.52
10,2,0,0,2,0,8,2,31.92,57439,5.56,48.38,19.29
10,2,0,0,2,0,8,2,33.92,63201,5.37,48.82,19.33
10,2,0,0,2,0,8,2,32.65,60579,5.39,47.15,19.83
10,2,0,0,2,0,8,2,30.84,62286,4.95,48.06,18.87
10,2,0,0,2,0,8,2,34.1,64338,5.3,48.08,19.62
10,2,0,0,2,0,8,2,33.46,62344,5.37,47.06,20.88
10,2,0,0,2,0,8,2,29.84,55242,5.4,46.65,20.69
10,2,0,0,2,0,8,2,33.34,62238,5.36,48.55,19.38
10,2,0,0,2,0,8,2,30.86,67559,4.57,49.72,18.35
10,2,0,0,2,0,8,2,36.71,86887,4.23,50.53,18.39
10,2,0,0,2,0,8,2,33.88,79020,4.29,51.39,18.55
10,2,0,0,2,0,8,2,33.51,76858,4.36,50.8,18.5
10,2,0,0,2,0,8,2,35.49,80474,4.41,50.53,19.09
10,2,0,0,2,0,8,2,31,68383,4.53,48.66,20.84
10,2,0,0,2,0,8,2,36.67,82854,4.43,50.58,18.64
10,2,0,0,2,0,8,2,37.88,87149,4.35,50.6,19.05
10,2,0,0,2,0,8,2,35.22,83196,4.23,50.19,18.53
10,2,0,0,2,0,8,2,37.45,86173,4.35,50.48,19.35
10,2,0,0,2,0,8,2,35,81682,4.28,49.92,19.4
10,2,0,0,2,0,8,2,41.57,95679,4.34,50.32,19.63
10,2,0,0,2,0,8,2,27.48,69542,3.95,51.2,19.01
11,0,0,0,6,0,6,0,26.27,59702,4.4,48.4,18.6
11,0,0,0,6,0,6,0,32.7,66736,4.9,48.6,18.8
11,0,0,0,4,0,8,0,28.6,66511,4.3,50.9,17.7
11,0,0,0,4,0,8,0,30.12,68452,4.4,49.8,18.3
10,1,0,0,1,0,9,1,25.57,54414,4.7,50.2,20.9
10,1,0,0,1,0,9,1,21.13,45935,4.6,49.3,21.3
10,1,0,0,1,0,9,1,23.03,56178,4.1,49.5,21.9
6,1,0,0,2,0,4,1,34.87,72656,4.8,46.5,14.4
6,1,0,0,2,0,4,1,32.86,69911,4.7,46.5,14.2
6,1,0,0,2,0,4,1,36.69,85328,4.3,47,14.1
6,1,0,0,2,0,4,1,38.21,84917,4.5,47.2,14
9,1,1,0,1,0,7,1,30.74,60638,5.07,49.6,17.7
9,1,1,0,1,0,7,1,28.73,55980,5.13,47.7,19.2
9,1,1,0,1,0,7,1,34.6,70586,4.9,48.9,18.5
9,1,1,0,1,0,7,1,37.08,71039,5.22,49.4,18.9
9,1,1,0,1,0,7,1,28.26,57781,4.89,50.6,17.2
9,1,1,0,1,0,7,1,28.58,53466,5.34,49.5,18.2
9,1,1,0,1,0,7,1,30.35,69211,4.39,52,17.8
9,1,1,0,1,0,7,1,35.39,77977,4.54,51.2,17.5
9,1,1,0,1,0,7,1,30.96,66563,4.65,52.3,17.4
25,4,1,1,6,0,19,4,31.26,74600,4.19,49.19,18.32
25,4,1,1,6,0,19,4,34.05,83054,4.1,50.17,17.56
25,4,1,0,5,0,19,4,24.03,58745,4.09,49.87,18.81
25,4,1,0,5,0,19,4,27.57,64570,4.27,49.83,19.25
14,3,0,0,4,1,10,2,40.69,78253,5.2,48.7,19.8
14,3,0,0,4,1,10,2,44.24,85069,5.2,50.6,18.8
14,3,0,0,3,1,11,2,36.79,79974,4.6,50.1,19.1
14,3,0,0,3,1,11,2,38.95,84674,4.6,51.5,18.1
21,4,0,0,5,1,16,3,35.16,74814,4.7,46.2,14
21,4,0,0,5,1,16,3,35.45,86463,4.1,47.2,14.3
24,6,0,1,4,1,19,5,36.5,78502,4.65,49.32,18.35
24,6,0,1,4,1,19,5,39.07,84932,4.6,49.91,18.17
24,6,0,1,4,1,19,5,37.36,90023,4.15,48.91,19.75
24,6,0,1,4,1,19,5,39.67,95357,4.16,49.03,19.25
3,0,0,0,1,0,2,0,33.11,67853,4.88,47.1,20.8
3,0,0,0,1,0,2,0,35.66,74655,4.78,47.6,20.4
3,0,0,0,1,0,2,0,30.48,61722,4.94,48,20.5
3,0,0,0,1,0,2,0,38.45,81242,4.73,48.6,19.9
3,0,0,0,1,0,2,0,34.79,70961,4.9,47.2,19.7
3,0,0,0,1,0,2,0,34.15,72109,4.74,48.7,18.5
3,0,0,0,1,0,2,0,32.99,71167,4.64,47.5,20.4
3,0,0,0,1,0,2,0,28.32,59897,4.73,46.4,21
3,0,0,0,1,0,2,0,30.52,71520,4.27,50.3,19.1
3,0,0,0,1,0,2,0,29.27,71174,4.11,50.2,19.4
3,0,0,0,1,0,2,0,31.48,76574,4.11,50.5,18.5
3,0,0,0,1,0,2,0,34.09,84833,4.02,49.7,19.2
3,0,0,0,1,0,2,0,32.89,83686,3.93,49.8,19
3,0,0,0,1,0,2,0,33.04,77906,4.24,50.5,18.8
3,0,0,0,1,0,2,0,33.55,78857,4.25,49.6,19
3,0,0,0,1,0,2,0,30.52,69037,4.42,49.2,19.3
3,0,0,0,1,0,2,0,32.23,77660,4.15,50.1,17.7
3,0,0,0,1,0,2,0,31.06,74427,4.17,50.2,18.9
